tail_rank,role_scope,role_scope_description,aggregation,feature_type,feature_name,candidate_grade,combined_direction,old_direction,new_direction,direction_consistent,old_directional_auc,new_directional_auc,combined_directional_auc,combined_patient_n,combined_patient_n_with_feature,combined_positive_n,combined_negative_n,old_negative_n,new_negative_n,nonpatient_P99,nonpatient_P995,nonpatient_P999,nonpatient_max,old_nonpatient_P99,new_nonpatient_P99,old_patient_above_old_P99_rate,new_patient_above_new_P99_rate,cross_data_p99_relative_diff,cross_data_tail_consistent,patient_P90,patient_P99,patient_above_P99_rate,patient_above_P995_rate,patient_above_P999_rate,tail_separation_ratio,combined_fp_at_P99,combined_fp_at_P995,combined_fp_at_P999,combined_fp_rate_at_P99,combined_fp_rate_at_P995,combined_fp_rate_at_P999,strict_filter_pass,filter_failure_reasons
41,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,raw_eyebrow_region_centroid_y_asym,candidate,patient_higher,patient_higher,patient_higher,true,0.537256,0.544745,0.551470,604,604,378,226,168,58,0.097056,0.104286,0.113606,0.116070,0.094477,0.092806,0.056548,0.047619,0.017688,true,0.079714,0.130448,0.050265,0.039683,0.029101,0.821315,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.050265 < 0.150000; tail_separation_ratio 0.821315 < 1.500000
42,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,raw_eyebrow_region_centroid_y_asym,,patient_higher,patient_higher,patient_higher,true,0.535236,0.541461,0.549504,604,604,378,226,168,58,0.097056,0.104286,0.113606,0.116070,0.094477,0.092806,0.056548,0.047619,0.017688,true,0.079714,0.130448,0.050265,0.039683,0.029101,0.821315,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.050265 < 0.150000; tail_separation_ratio 0.821315 < 1.500000
43,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,expression_blendshape,bs_eyeBlinkRight,,patient_higher,patient_higher,patient_higher,true,0.522711,0.655367,0.597662,605,605,378,227,168,59,0.709344,0.740294,0.787210,0.799609,0.721812,0.534410,0.017857,0.142857,0.259627,true,0.582085,0.749819,0.023810,0.015873,0.005291,0.820596,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.023810 < 0.150000; tail_separation_ratio 0.820596 < 1.500000
44,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,raw_iris_region_centroid_y_asym,,patient_higher,patient_higher,patient_higher,true,0.520170,0.588378,0.543680,603,603,378,225,166,59,0.077497,0.085351,0.100350,0.104371,0.077484,0.062022,0.044643,0.047619,0.199553,true,0.063544,0.099259,0.042328,0.031746,0.005291,0.819952,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.042328 < 0.150000; tail_separation_ratio 0.819952 < 1.500000
45,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_iris_region_centroid_y_asym,,patient_higher,patient_higher,patient_higher,true,0.520170,0.588378,0.543574,603,603,378,225,166,59,0.077497,0.085351,0.100350,0.104371,0.077484,0.062022,0.044643,0.047619,0.199553,true,0.063544,0.099259,0.042328,0.031746,0.005291,0.819952,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.042328 < 0.150000; tail_separation_ratio 0.819952 < 1.500000
46,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,asymmetry,raw_eye_region_centroid_y_asym,candidate,patient_higher,patient_higher,patient_higher,true,0.531294,0.540230,0.554168,604,604,378,226,168,58,0.095061,0.097222,0.109268,0.112759,0.097133,0.075781,0.053571,0.047619,0.219826,true,0.077933,0.111898,0.050265,0.047619,0.015873,0.819811,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.050265 < 0.150000; tail_separation_ratio 0.819811 < 1.500000
47,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,asymmetry,raw_face_oval_region_height_asym,recommended,patient_higher,patient_higher,patient_higher,true,0.564892,0.552865,0.592855,605,605,378,227,168,59,0.028028,0.035744,0.037343,0.037487,0.027541,0.026975,0.059524,0.023810,0.020565,true,0.022940,0.039734,0.052910,0.018519,0.015873,0.818492,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.052910 < 0.150000; tail_separation_ratio 0.818492 < 1.500000
48,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,asymmetry,raw_all_mesh_region_height_asym,recommended,patient_higher,patient_higher,patient_higher,true,0.563412,0.552865,0.591800,605,605,378,227,168,59,0.028028,0.035744,0.037343,0.037487,0.027541,0.026975,0.059524,0.023810,0.020565,true,0.022940,0.039734,0.052910,0.018519,0.015873,0.818492,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.052910 < 0.150000; tail_separation_ratio 0.818492 < 1.500000
49,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,raw_lip_region_centroid_y_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.501533,0.538337,0.515262,603,603,378,225,166,59,0.036099,0.043739,0.051758,0.053779,0.035781,0.033862,0.053571,0.000000,0.053638,true,0.029522,0.041563,0.047619,0.005291,0.002646,0.817815,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.047619 < 0.150000; tail_separation_ratio 0.817815 < 1.500000
50,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,raw_eye_region_centroid_y_asym,,patient_higher,patient_higher,patient_higher,true,0.515724,0.589588,0.540182,603,603,378,225,166,59,0.079540,0.085853,0.101134,0.105298,0.079478,0.063487,0.041667,0.047619,0.201205,true,0.065041,0.101005,0.039683,0.034392,0.010582,0.817717,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.039683 < 0.150000; tail_separation_ratio 0.817717 < 1.500000
51,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_mouth_corner_vertical_asym,,patient_higher,patient_higher,patient_higher,false,0.512317,0.535109,0.525367,603,603,378,225,166,59,0.061870,0.072334,0.093225,0.098853,0.061451,0.060606,0.050595,0.000000,0.013746,true,0.050519,0.073513,0.044974,0.015873,0.002646,0.816537,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.044974 < 0.150000; tail_separation_ratio 0.816537 < 1.500000
52,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,raw_mouth_corner_vertical_asym,,patient_higher,patient_higher,patient_higher,false,0.512317,0.535513,0.525320,603,603,378,225,166,59,0.061870,0.072334,0.093225,0.098853,0.061451,0.060606,0.050595,0.000000,0.013746,true,0.050519,0.073513,0.044974,0.015873,0.002646,0.816537,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.044974 < 0.150000; tail_separation_ratio 0.816537 < 1.500000
53,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,asymmetry,raw_eye_region_point_spread_asym,candidate,patient_higher,patient_higher,patient_higher,true,0.548859,0.640805,0.595191,604,604,378,226,168,58,0.048263,0.054008,0.060584,0.062259,0.050490,0.018569,0.056548,0.285714,0.632225,false,0.039387,0.065302,0.055556,0.042328,0.029101,0.816099,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.055556 < 0.150000; tail_separation_ratio 0.816099 < 1.500000; cross_data_tail_consistent is false
54,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_browOuterUpLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.557921,0.539819,0.565113,604,604,378,226,168,58,0.908363,0.925782,0.946722,0.952162,0.916170,0.587546,0.008929,0.023810,0.358693,false,0.741208,0.911043,0.013228,0.007937,0.005291,0.815981,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.815981 < 1.500000; cross_data_tail_consistent is false
55,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,raw_all_mesh_region_centroid_y_asym,,patient_higher,patient_higher,patient_higher,true,0.513680,0.500000,0.516678,603,603,378,225,166,59,0.075720,0.076848,0.086418,0.089138,0.075642,0.072064,0.059524,0.047619,0.047300,true,0.061744,0.096665,0.058201,0.055556,0.026455,0.815421,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.058201 < 0.150000; tail_separation_ratio 0.815421 < 1.500000
56,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_eyeBlinkRight,,patient_higher,patient_higher,patient_higher,true,0.525191,0.682405,0.575647,605,605,378,227,168,59,0.487167,0.524516,0.539225,0.541928,0.499621,0.417659,0.014881,0.142857,0.164049,true,0.396977,0.565783,0.029101,0.013228,0.013228,0.814870,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.029101 < 0.150000; tail_separation_ratio 0.814870 < 1.500000
57,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,raw_lip_region_centroid_y_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.502107,0.537127,0.514780,603,603,378,225,166,59,0.036099,0.043739,0.051758,0.053779,0.035781,0.033862,0.050595,0.000000,0.053638,true,0.029388,0.041563,0.044974,0.005291,0.002646,0.814100,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.044974 < 0.150000; tail_separation_ratio 0.814100 < 1.500000
58,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_lip_region_centroid_y_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.502107,0.535513,0.514497,603,603,378,225,166,59,0.036099,0.043739,0.051758,0.053779,0.035781,0.033862,0.050595,0.000000,0.053638,true,0.029388,0.041563,0.044974,0.005291,0.002646,0.814100,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.044974 < 0.150000; tail_separation_ratio 0.814100 < 1.500000
59,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,raw_eye_region_centroid_y_asym,,patient_higher,patient_higher,patient_higher,true,0.515365,0.586764,0.539006,603,603,378,225,166,59,0.079540,0.085853,0.101134,0.105298,0.079478,0.063487,0.038690,0.047619,0.201205,true,0.064652,0.101005,0.037037,0.031746,0.010582,0.812829,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.812829 < 1.500000
60,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_eye_region_centroid_y_asym,,patient_higher,patient_higher,patient_higher,true,0.515365,0.586764,0.538877,603,603,378,225,166,59,0.079540,0.085853,0.101134,0.105298,0.079478,0.063487,0.038690,0.047619,0.201205,true,0.064652,0.101005,0.037037,0.031746,0.010582,0.812829,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.812829 < 1.500000
61,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,raw_all_mesh_region_point_spread_asym,,patient_higher,patient_higher,nonpatient_higher,false,0.579418,0.506860,0.605867,605,605,378,227,168,59,0.043292,0.046305,0.061953,0.066400,0.044556,0.020918,0.038690,0.023810,0.530528,false,0.035048,0.052869,0.037037,0.026455,0.000000,0.809560,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.809560 < 1.500000; cross_data_tail_consistent is false
62,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,expression_blendshape,bs_eyeLookDownRight,,patient_higher,nonpatient_higher,patient_higher,false,0.522268,0.630347,0.562169,605,605,378,227,168,59,0.813804,0.828477,0.848967,0.854347,0.819901,0.652572,0.014881,0.142857,0.204084,true,0.658779,0.828716,0.015873,0.010582,0.002646,0.809505,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.809505 < 1.500000
63,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,asymmetry,bsdiff_all_max_abs,candidate,patient_higher,patient_higher,patient_higher,true,0.537202,0.608374,0.571990,604,604,378,226,168,58,0.585099,0.640267,0.801372,0.846346,0.613259,0.363418,0.035714,0.071429,0.407399,false,0.472798,0.784919,0.044974,0.031746,0.010582,0.808065,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.044974 < 0.150000; tail_separation_ratio 0.808065 < 1.500000; cross_data_tail_consistent is false
64,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_eyeBlinkLeft,,patient_higher,nonpatient_higher,patient_higher,false,0.508822,0.684423,0.544531,605,605,378,227,168,59,0.547746,0.573109,0.663285,0.688703,0.548648,0.490947,0.008929,0.142857,0.105171,true,0.442106,0.541195,0.010582,0.010582,0.000000,0.807136,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.807136 < 1.500000
65,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_eyeBlinkRight,reference_only,patient_higher,patient_higher,patient_higher,true,0.541684,0.644499,0.569076,604,604,378,226,168,58,0.696267,0.740466,0.787264,0.799609,0.721812,0.443090,0.017857,0.166667,0.386142,false,0.561851,0.741962,0.015873,0.010582,0.005291,0.806948,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.806948 < 1.500000; cross_data_tail_consistent is false
66,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_all_mesh_region_centroid_y_asym,,patient_higher,patient_higher,nonpatient_higher,false,0.513698,0.504036,0.516255,603,603,378,225,166,59,0.075720,0.076848,0.086418,0.089138,0.075642,0.072064,0.056548,0.047619,0.047300,true,0.061015,0.096665,0.055556,0.052910,0.026455,0.805795,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.055556 < 0.150000; tail_separation_ratio 0.805795 < 1.500000
67,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,raw_all_mesh_region_centroid_y_asym,,patient_higher,patient_higher,nonpatient_higher,false,0.513698,0.505650,0.515938,603,603,378,225,166,59,0.075720,0.076848,0.086418,0.089138,0.075642,0.072064,0.056548,0.047619,0.047300,true,0.061015,0.096665,0.055556,0.052910,0.026455,0.805795,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.055556 < 0.150000; tail_separation_ratio 0.805795 < 1.500000
68,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,raw_all_mesh_region_point_spread_asym,,patient_higher,patient_higher,patient_higher,true,0.582031,0.502421,0.604218,605,605,378,227,168,59,0.043027,0.043694,0.061143,0.066219,0.043426,0.020430,0.044643,0.095238,0.529541,false,0.034658,0.055632,0.042328,0.039683,0.000000,0.805488,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.042328 < 0.150000; tail_separation_ratio 0.805488 < 1.500000; cross_data_tail_consistent is false
69,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,asymmetry,raw_eyebrow_region_point_spread_asym,recommended,patient_higher,patient_higher,patient_higher,true,0.553571,0.584746,0.597551,605,605,378,227,168,59,0.064282,0.070426,0.076603,0.078139,0.066582,0.063227,0.038690,0.000000,0.050394,true,0.051734,0.084846,0.037037,0.023810,0.021164,0.804797,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.804797 < 1.500000
70,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,expression_blendshape,bs_eyeLookDownLeft,,patient_higher,nonpatient_higher,patient_higher,false,0.519044,0.625908,0.563329,605,605,378,227,168,59,0.828032,0.828739,0.847482,0.852930,0.828378,0.635875,0.014881,0.214286,0.232385,true,0.665850,0.833514,0.013228,0.013228,0.005291,0.804135,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.804135 < 1.500000
71,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,raw_eye_region_point_spread_asym,recommended,patient_higher,patient_higher,patient_higher,true,0.564236,0.643268,0.595835,604,604,378,226,168,58,0.038412,0.038969,0.040471,0.040891,0.038723,0.018569,0.056548,0.261905,0.520464,false,0.030879,0.047899,0.052910,0.047619,0.037037,0.803893,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.052910 < 0.150000; tail_separation_ratio 0.803893 < 1.500000; cross_data_tail_consistent is false
72,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,raw_eye_region_point_spread_asym,recommended,patient_higher,patient_higher,patient_higher,true,0.561951,0.634236,0.593471,604,604,378,226,168,58,0.038412,0.038969,0.040471,0.040891,0.038723,0.018569,0.056548,0.261905,0.520464,false,0.030879,0.047548,0.052910,0.047619,0.037037,0.803893,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.052910 < 0.150000; tail_separation_ratio 0.803893 < 1.500000; cross_data_tail_consistent is false
73,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,expression_blendshape,bs_eyeBlinkLeft,,patient_higher,patient_higher,patient_higher,false,0.500726,0.641215,0.516318,604,604,378,226,168,58,0.597706,0.633751,0.804199,0.852365,0.602562,0.530025,0.014881,0.166667,0.120381,true,0.478847,0.643079,0.018519,0.013228,0.000000,0.801143,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.801143 < 1.500000
74,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,expression_blendshape,bs_eyeBlinkLeft,,patient_higher,nonpatient_higher,patient_higher,false,0.500886,0.641215,0.515007,604,604,378,226,168,58,0.597706,0.633751,0.804199,0.852365,0.602562,0.530025,0.014881,0.166667,0.120381,true,0.478847,0.643079,0.018519,0.013228,0.000000,0.801143,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.801143 < 1.500000
75,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_eyeLookDownLeft,,patient_higher,patient_higher,patient_higher,true,0.524554,0.618227,0.540830,604,604,378,226,168,58,0.822303,0.828682,0.847507,0.852930,0.828056,0.598530,0.011905,0.166667,0.277187,true,0.658218,0.817629,0.010582,0.010582,0.005291,0.800457,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.800457 < 1.500000
76,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,raw_all_mesh_region_height_asym,,patient_higher,patient_higher,patient_higher,true,0.524465,0.550903,0.540759,604,604,378,226,168,58,0.020917,0.022571,0.023774,0.024058,0.021587,0.015443,0.038690,0.047619,0.284615,true,0.016739,0.030596,0.044974,0.037037,0.029101,0.800232,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.044974 < 0.150000; tail_separation_ratio 0.800232 < 1.500000
77,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,raw_all_mesh_region_height_asym,,patient_higher,patient_higher,patient_higher,true,0.523136,0.545156,0.538442,604,604,378,226,168,58,0.020917,0.022571,0.023774,0.024058,0.021587,0.015443,0.038690,0.047619,0.284615,true,0.016739,0.030596,0.044974,0.037037,0.029101,0.800232,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.044974 < 0.150000; tail_separation_ratio 0.800232 < 1.500000
78,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,expression_blendshape,bs_eyeBlinkLeft,,patient_higher,nonpatient_higher,patient_higher,false,0.510186,0.652946,0.573689,605,605,378,227,168,59,0.796632,0.817086,0.874380,0.890891,0.813981,0.601953,0.000000,0.142857,0.260482,true,0.637464,0.761968,0.002646,0.000000,0.000000,0.800199,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.002646 < 0.150000; tail_separation_ratio 0.800199 < 1.500000
79,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_eyeLookDownRight,,patient_higher,patient_higher,patient_higher,true,0.530541,0.622742,0.546437,604,604,378,226,168,58,0.811023,0.814249,0.845417,0.854347,0.812455,0.581230,0.011905,0.142857,0.284600,true,0.647965,0.814096,0.013228,0.010582,0.002646,0.798948,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.798948 < 1.500000
80,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,raw_face_oval_region_centroid_y_asym,,patient_higher,patient_higher,patient_higher,true,0.535821,0.529967,0.551119,604,604,378,226,168,58,0.123237,0.133071,0.149696,0.154122,0.127044,0.111669,0.032738,0.023810,0.121023,true,0.098099,0.150218,0.034392,0.029101,0.010582,0.796019,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.034392 < 0.150000; tail_separation_ratio 0.796019 < 1.500000
81,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,raw_face_oval_region_centroid_y_asym,candidate,patient_higher,patient_higher,patient_higher,true,0.534208,0.534072,0.550194,604,604,378,226,168,58,0.123237,0.133071,0.149696,0.154122,0.127044,0.111669,0.032738,0.023810,0.121023,true,0.098099,0.150218,0.034392,0.029101,0.010582,0.796019,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.034392 < 0.150000; tail_separation_ratio 0.796019 < 1.500000
82,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,asymmetry,bsdiff_all_mean_abs,,patient_higher,nonpatient_higher,nonpatient_higher,false,0.516768,0.616626,0.534327,605,605,378,227,168,59,0.109483,0.114518,0.117161,0.117730,0.104983,0.108409,0.032738,0.000000,0.031602,true,0.087135,0.131938,0.029101,0.021164,0.021164,0.795880,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.029101 < 0.150000; tail_separation_ratio 0.795880 < 1.500000
83,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,raw_lip_region_centroid_y_asym,,patient_higher,patient_higher,patient_higher,false,0.572686,0.530266,0.579901,605,605,378,227,168,59,0.041557,0.044063,0.051633,0.053779,0.039601,0.038644,0.056548,0.000000,0.024162,true,0.033068,0.050945,0.039683,0.029101,0.010582,0.795717,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.039683 < 0.150000; tail_separation_ratio 0.795717 < 1.500000
84,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,raw_iris_region_centroid_y_asym,recommended,patient_higher,patient_higher,patient_higher,true,0.562925,0.564568,0.575717,605,605,378,227,168,59,0.079849,0.087831,0.097633,0.100303,0.074201,0.066759,0.068452,0.000000,0.100295,true,0.063290,0.098600,0.042328,0.021164,0.013228,0.792623,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.042328 < 0.150000; tail_separation_ratio 0.792623 < 1.500000
