score_threshold,patient_count,tp,fp,tn,fn,precision,recall,specificity,f1,balanced_accuracy,youden_j
0.210210,605,364,188,39,14,0.659420,0.962963,0.171806,0.782796,0.567385,0.134769
0.206233,605,364,189,38,14,0.658228,0.962963,0.167401,0.781955,0.565182,0.130364
0.197748,605,365,189,38,13,0.658845,0.965608,0.167401,0.783262,0.566505,0.133009
0.196731,605,366,189,38,12,0.659459,0.968254,0.167401,0.784566,0.567827,0.135655
0.193709,605,367,189,38,11,0.660072,0.970899,0.167401,0.785867,0.569150,0.138300
0.192102,605,367,190,37,11,0.658887,0.970899,0.162996,0.785027,0.566948,0.133895
0.189915,605,367,191,36,11,0.657706,0.970899,0.158590,0.784188,0.564745,0.129490
0.188042,605,368,191,36,10,0.658318,0.973545,0.158590,0.785486,0.566068,0.132135
0.187682,605,369,191,36,9,0.658929,0.976190,0.158590,0.786780,0.567390,0.134781
0.184644,605,369,192,35,9,0.657754,0.976190,0.154185,0.785942,0.565188,0.130375
0.183684,605,369,193,34,9,0.656584,0.976190,0.149780,0.785106,0.562985,0.125970
0.180579,605,369,194,33,9,0.655417,0.976190,0.145374,0.784272,0.560782,0.121565
0.180536,605,370,194,33,8,0.656028,0.978836,0.145374,0.785563,0.562105,0.124210
0.180308,605,371,194,33,7,0.656637,0.981481,0.145374,0.786850,0.563428,0.126856
0.175666,605,372,194,33,6,0.657244,0.984127,0.145374,0.788136,0.564751,0.129501
0.174207,605,373,194,33,5,0.657848,0.986772,0.145374,0.789418,0.566073,0.132147
0.172115,605,373,195,32,5,0.656690,0.986772,0.140969,0.788584,0.563871,0.127742
0.169923,605,373,196,31,5,0.655536,0.986772,0.136564,0.787751,0.561668,0.123336
0.162335,605,373,197,30,5,0.654386,0.986772,0.132159,0.786920,0.559466,0.118931
0.151542,605,373,198,29,5,0.653240,0.986772,0.127753,0.786091,0.557263,0.114526
0.148989,605,373,199,28,5,0.652098,0.986772,0.123348,0.785263,0.555060,0.110121
0.146890,605,373,200,27,5,0.650960,0.986772,0.118943,0.784437,0.552858,0.105715
0.141649,605,373,201,26,5,0.649826,0.986772,0.114537,0.783613,0.550655,0.101310
0.141082,605,373,202,25,5,0.648696,0.986772,0.110132,0.782791,0.548452,0.096905
0.139697,605,373,203,24,5,0.647569,0.986772,0.105727,0.781971,0.546250,0.092499
0.138098,605,373,204,23,5,0.646447,0.986772,0.101322,0.781152,0.544047,0.088094
0.132357,605,373,205,22,5,0.645329,0.986772,0.096916,0.780335,0.541844,0.083689
0.128205,605,374,205,22,4,0.645941,0.989418,0.096916,0.781609,0.543167,0.086334
0.128001,605,374,206,21,4,0.644828,0.989418,0.092511,0.780793,0.540965,0.081929
0.127060,605,375,206,21,3,0.645439,0.992063,0.092511,0.782065,0.542287,0.084575
0.100897,605,375,207,20,3,0.644330,0.992063,0.088106,0.781250,0.540085,0.080169
0.099559,605,375,208,19,3,0.643225,0.992063,0.083700,0.780437,0.537882,0.075764
0.099168,605,375,209,18,3,0.642123,0.992063,0.079295,0.779626,0.535679,0.071359
0.097172,605,375,210,17,3,0.641026,0.992063,0.074890,0.778816,0.533477,0.066953
0.093064,605,375,212,15,3,0.638842,0.992063,0.066079,0.777202,0.529071,0.058143
0.089628,605,375,213,14,3,0.637755,0.992063,0.061674,0.776398,0.526869,0.053738
0.087109,605,375,214,13,3,0.636672,0.992063,0.057269,0.775595,0.524666,0.049332
0.084579,605,375,215,12,3,0.635593,0.992063,0.052863,0.774793,0.522463,0.044927
0.083939,605,376,215,12,2,0.636210,0.994709,0.052863,0.776058,0.523786,0.047572
0.080854,605,376,216,11,2,0.635135,0.994709,0.048458,0.775258,0.521584,0.043167
0.054691,605,377,218,9,1,0.633613,0.997354,0.039648,0.774923,0.518501,0.037002
0.047351,605,377,219,8,1,0.632550,0.997354,0.035242,0.774127,0.516298,0.032597
0.046206,605,377,220,7,1,0.631491,0.997354,0.030837,0.773333,0.514096,0.028192
0.042481,605,377,221,6,1,0.630435,0.997354,0.026432,0.772541,0.511893,0.023786
0.038373,605,377,223,4,1,0.628333,0.997354,0.017621,0.770961,0.507488,0.014976
0.000000,605,378,227,0,0,0.624793,1.000000,0.000000,0.769074,0.500000,0.000000
